item_id,name,category,price,short_description,designer,depth,height,width
242278,FABRIKÖR,Cabinets & cupboards,676,Glass-door cabinet: 57x150 cm,Nike Karlsson,47,150,57
79262447,SJÄLLAND,Outdoor furniture,676,Table:  outdoor: 156x90 cm,David Wahl,No Record,73,90
59157353,ELVARLI,Wardrobes,678,1 section: 84x55x216 cm,IKEA of Sweden/Ehlén Johansson,55,216,84
59279439,VALLENTUNA,Sofas & armchairs,680,Seat module with storage,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,80,45,80
79221169,GAMLARED / LERHAMN,Chairs,685,Table and 2 chairs: 85 cm,Nike Karlsson/Mikael Axelsson,No Record,No Record,No Record
19294192,VIMLE,Sofas & armchairs,685,Cover for 3-seat sofa-bed,Ehlén Johansson,No Record,No Record,No Record
9287291,IDÅSEN,Chests of drawers & drawer units,690,Drawer unit with smart lock: 42x61 cm,Jon Karlsson/IKEA of Sweden,47,61,42
50244741,MICKE,Tables & desks,690,Corner workstation: 100x142 cm,Henrik Preutz,100,142,No Record
9248916,LIXHULT,Cabinets & cupboards,693,Storage combination: 95x127 cm,Jon Karlsson,35,105,95
29304826,TOMMARYD,Bar furniture,695,Table: 130x70/105 cm,Maja Ganszyniec,No Record,105,70
90319918,HENRIKSDAL,Bar furniture,695,Bar stool with backrest: 74 cm,Karl Malmvall,51,102,40
30249546,HEMNES,Beds,695,Bed frame: 90x200 cm,Carina Bengs,No Record,No Record,104
360484,UTÅKER,Beds,695,Stackable bed: 80x200 cm,Henrik Preutz,No Record,2,83
10372976,NORDLI,Beds,695,Headboard: 140/160 cm,Ola Wihlborg,No Record,84,240
70248564,SUNDVIK,Beds,695,Cot: 60x120 cm,IKEA of Sweden,No Record,85,67
248567,SUNDVIK,Beds,695,Cot: 60x120 cm,IKEA of Sweden,No Record,85,67
80102066,LYCKSELE MURBO,Beds,695,Mattress: 140x188 cm,IKEA of Sweden,No Record,No Record,No Record
20345633,KOLBJÖRN,Bookcases & shelving units,695,Cabinet in/outdoor: 90x161 cm,IKEA of Sweden,35,161,90
99294560,VITTSJÖ,Bookcases & shelving units,695,TV storage combination: 202x36x175 cm,Johan Kroon,36,175,202
70391038,HAVSTA,Bookcases & shelving units,695,Shelving unit with plinth: 61x37x212 cm,IKEA of Sweden,37,212,61
19020480,BILLY / MORLIDEN,Bookcases & shelving units,695,Bookcase: 80x30x202 cm,Gillis Lundgren/IKEA of Sweden,30,202,80
39017486,KALLAX,Bookcases & shelving units,695,Shelving unit with 4 inserts: 147x147 cm,Tord Björklund,39,147,147
29294554,VITTSJÖ,Bookcases & shelving units,695,Storage combination: 202x36x175 cm,Johan Kroon,36,175,202
40211595,GALANT,Bookcases & shelving units,695,Add-on unit: 160x80 cm,K Malmvall/E Lilja Löwenhielm,40,80,160
50415196,HAVSTA,Cabinets & cupboards,695,Cabinet with plinth: 81x47x89 cm,IKEA of Sweden,47,89,81
9252786,LÅNGFJÄLL,Chairs,695,Office chair with armrests,Eva Lilja Löwenhielm,68,No Record,68
262879,EKERÖ,Chairs,695,Armchair,Eva Lilja Löwenhielm,73,75,70
40455654,BINGSTA,Chairs,695,High-back armchair,Elizabet Gutierrez,58,101,70
99252541,LÅNGFJÄLL,Chairs,695,Office chair,Eva Lilja Löwenhielm,68,No Record,68
80403154,VEDBO,Chairs,695,Chair with armrests,Francis Cayouette,61,84,65
70366798,SONGESAND,Chests of drawers & drawer units,695,Chest of 6 drawers: 161x81 cm,IKEA of Sweden,50,81,161
70418170,PRÄSTHOLM,Outdoor furniture,695,Bench with backrest:  outdoor,Ola Wihlborg,52,79,113
9017483,KALLAX,Room dividers,695,Shelving unit with 4 inserts: 147x147 cm,Tord Björklund,39,147,147
30402901,EKTORP,Sofas & armchairs,695,Cover for corner sofa:  4-seat,IKEA of Sweden,No Record,No Record,No Record
69193713,KIVIK,Sofas & armchairs,695,Footstool with storage,Ola Wihlborg,70,43,90
10470972,STOCKSUND,Sofas & armchairs,695,Cover for 3-seat sofa,"104.709.72 LJUNGEN is a hardwearing cover made of a polyester fabric with a soft, velvety surface and a slightly reflective lustre.This product is an extra cover. Sofa is sold separately.This cover’s ability to resist abrasion has been tested to handle 45,000 cycles. 15,000 cycles or more is suitable for furniture used every day at home. Over 30,000 cycles means a good ability to resist abrasion.The cover has a lightfastness level of 5 (the ability to resist colour fading) on a scale of 1 to 8. According to industry standards, a lightfastness level of 4 or higher is suitable for home use.",No Record,No Record,No Record
40399267,GRÖNLID,Sofas & armchairs,695,Footstool,IKEA of Sweden,No Record,38,47
69162599,KULLABERG,Tables & desks,695,Desk: 110x70 cm,Ebba Strandmark,70,75,110
70294339,LISABO,Tables & desks,695,Table: 140x78 cm,K Hagberg/M Hagberg,No Record,74,78
409051,LISTERBY,Tables & desks,695,Coffee table: 140x60 cm,Henrik Preutz,No Record,45,60
361940,INGATORP,Tables & desks,695,Desk: 73x50 cm,Carina Bengs,50,74,73
60447776,LANEBERG,Tables & desks,695,Extendable table: 130/190x80 cm,K Hagberg/M Hagberg,No Record,75,80
60416138,LANEBERG,Tables & desks,695,Extendable table: 130/190x80 cm,K Hagberg/M Hagberg,No Record,75,80
80382439,LISABO,Tables & desks,695,Table: 140x78 cm,K Hagberg/M Hagberg,No Record,74,78
9229791,ÅMLIDEN / TORSKLINT,Tables & desks,695,Table: 120x60 cm,Jomi Evers,No Record,74,60
80334924,KUNGSFORS,Trolleys,695,Kitchen trolley: 60x40 cm,Ehlén Johansson,No Record,90,40
30285153,LAPPLAND,TV & media furniture,695,TV storage unit: 183x39x147 cm,IKEA of Sweden,39,147,183
39230712,BILLY,Bookcases & shelving units,700,Bookcase combination/hght extension: 120x28x237 cm,IKEA of Sweden/Gillis Lundgren,28,237,120
29279186,LIXHULT,Cabinets & cupboards,700,Cabinet combination: 120x35x92 cm,Jon Karlsson,35,70,120
89249403,HÄLLAN,Cabinets & cupboards,700,Storage combination with doors: 45x47x167 cm,Jon Karlsson,47,167,45
19289987,LIDHULT,Sofas & armchairs,700,Open end section w storage,Henrik Preutz,No Record,No Record,No Record
409447,VIMLE,Sofas & armchairs,700,Cover for 3-seat section,Ehlén Johansson,No Record,No Record,No Record
30252911,BEKANT,Tables & desks,700,Underframe for table top: 120x80 cm,K Malmvall/E Lilja Löwenhielm,No Record,No Record,80
49046978,HEJNE,Bookcases & shelving units,705,4 sections/shelves: 307x50x171 cm,IKEA of Sweden,50,171,307
20424593,SOLLERÖN,Outdoor furniture,709,Corner section:  outdoor,Jonas Hultqvist,82,74,82
20373621,SOLLERÖN,Outdoor furniture,709,Corner section:  outdoor,Jonas Hultqvist,82,74,82
9046433,GERTON,Tables & desks,715,Table: 155x75 cm,IKEA of Sweden,No Record,No Record,75
421656,NORDMELA,Chests of drawers & drawer units,716,Chest of drawers with clothes rail: 119x118 cm,Ola Wihlborg,44,118,119
421915,SUNDLANDET,Wardrobes,716,Open wardrobe: 79x44x187 cm,Ola Wihlborg,44,187,79
9324335,PLATSA,Wardrobes,717,Wardrobe with shoe shelves+2 doors: 115-140x42x241 cm,Ola Wihlborg/IKEA of Sweden,42,241,No Record
99288012,IVAR,Bookcases & shelving units,718,Shelving unit w shelves/drwrs/rail: 174x50x124 cm,IKEA of Sweden/Sarah Fager,50,124,174
49218267,VIMLE,Sofas & armchairs,720,Cover for 3-seat sofa,Ehlén Johansson,No Record,No Record,No Record
30279449,VÄSTANBY,Tables & desks,720,Table top: 170x78x5 cm,IKEA of Sweden,No Record,No Record,78
70301542,KALLAX,Bookcases & shelving units,725,Shelving unit: 182x182 cm,IKEA of Sweden,39,182,182
70301537,KALLAX,Room dividers,725,Shelving unit: 182x182 cm,IKEA of Sweden,39,182,182
30255325,BEKANT,Tables & desks,725,Underframe for table top: 140x60 cm,K Malmvall/E Lilja Löwenhielm,No Record,No Record,60
9285683,IVAR,Bookcases & shelving units,726,Shelving unit with shelves/rails: 174x50x179 cm,IKEA of Sweden,50,179,174
29320652,PLATSA,Wardrobes,728,Wall storage: 240x42x40 cm,IKEA of Sweden,42,40,240
339204,MASTHOLMEN,Outdoor furniture,729,2-seat sofa:  outdoor: 118x67x80 cm,Nike Karlsson,67,80,118
99297634,JONAXEL,Bookcases & shelving units,730,Frame/wire baskets/clothes rails: 142-178x51x173 cm,IKEA of Sweden,51,173,No Record
69252712,STUVA / FRITIDS,Chests of drawers & drawer units,730,Chest of 6 drawers: 60x50x128 cm,Ebba Strandmark,50,128,60
99031408,HEJNE,Bookcases & shelving units,735,3 sections/shelves: 230x50x171 cm,IKEA of Sweden,50,171,230
272656,BERNHARD,Bar furniture,745,Bar stool with backrest: 66 cm,Ola Wihlborg,50,90,48
19259631,SAGSTUA,Beds,745,Bed frame: 90x200 cm,Paulin Machado,No Record,120,98
80253809,KURA,Beds,745,Reversible bed: 90x200 cm,T Christensen/K Legaard,No Record,116,99
29278262,KALLAX,Bookcases & shelving units,745,Shelving unit with 6 inserts: 112x147 cm,Tord Björklund,39,147,112
19278328,KALLAX,Bookcases & shelving units,745,Shelving unit with 4 inserts: 147x147 cm,Tord Björklund,39,147,147
39311256,JONAXEL,Bookcases & shelving units,745,Frame/mesh baskts/clths rl/shlv uts: 173x51x173 cm,IKEA of Sweden,51,173,173
69252646,LÅNGFJÄLL,Chairs,745,Conference chair with armrests,Eva Lilja Löwenhielm,67,No Record,67
50404824,BERNHARD,Chairs,745,Chair,Ola Wihlborg,50,77,49
20153068,BERNHARD,Chairs,745,Chair,Ola Wihlborg,50,77,49
20163802,BERNHARD,Chairs,745,Chair,Ola Wihlborg,50,77,49
40208531,ÄPPLARÖ,Outdoor furniture,745,Drop-leaf table:  outdoor: 140/200/260x78 cm,K Hagberg/M Hagberg,No Record,72,78
9290104,ÄPPLARÖ,Outdoor furniture,745,Table+2 folding chairs:  outdoor,K Hagberg/M Hagberg,No Record,No Record,No Record
10469186,ANGERSBY,Sofas & armchairs,745,2-seat sofa,"104.691.86 The sofa is packaged in a space-efficient way, making it easy to transport and carry into your home.You can store remote controls and other smaller items in the practical pockets on the sides of the armrests.",84,89,137
99135934,SÖDERHAMN,Sofas & armchairs,745,Footstool,Ola Wihlborg,93,No Record,93
59254641,GRÖNLID,Sofas & armchairs,745,1-seat section,Francis Cayouette/Ehlén Johansson,98,104,71
20342074,REGISSÖR,Tables & desks,745,Coffee table: 118x60 cm,K Hagberg/M Hagberg,No Record,45,60
10455410,KORNSJÖ,Tables & desks,745,Cabinet with mirror: 70x47 cm,Ebba Strandmark,47,187,70
30299070,LISABO,Tables & desks,745,Desk: 118x45 cm,K Hagberg/M Hagberg,45,74,118
60252877,BEKANT,Tables & desks,745,Frame for half-round table top: 140x70 cm,K Malmvall/E Lilja Löwenhielm,No Record,73,70
79046038,HILVER,Tables & desks,745,Table: 140x65 cm,Chenyi Ke,No Record,73,65
80116600,LIATORP,TV & media furniture,745,TV bench: 145x49x45 cm,Carina Bengs,49,45,145
20359984,TYSSEDAL,Tables & desks,750,Dressing table: 120x51 cm,Ebba Strandmark,51,86,120
99157902,ELVARLI,Wardrobes,750,1 section: 92x51x222-350 cm,Ehlén Johansson,50,No Record,91
49133616,KALLAX,Bookcases & shelving units,755,Desk combination: 147x147x159 cm,Tord Björklund/IKEA of Sweden,159,147,147
99305851,PLATSA,Wardrobes,758,Wardrobe with shoe shelf: 80x42x191 cm,IKEA of Sweden/Ola Wihlborg,42,191,80
19288006,IVAR,Bookcases & shelving units,760,Shelving unit with clothes rail: 174x50x226 cm,IKEA of Sweden,50,226,174
59197981,BESTÅ,Bookcases & shelving units,770,TV bench with drawers: 120x42x48 cm,IKEA of Sweden,42,48,120
19212182,ASKHOLMEN,Outdoor furniture,771,Table+4 chairs:  outdoor,IKEA of Sweden,No Record,No Record,No Record
9279050,OLAUS,Bookcases & shelving units,772,2 shelf sections: 197x36x181 cm,IKEA of Sweden,36,181,197
79158144,ELVARLI,Wardrobes,774,2 sections: 125x55x216 cm,Ehlén Johansson/IKEA of Sweden,55,216,124
59248551,IVAR,Bookcases & shelving units,775,1 sec/storage unit w foldable table: 89x30-104x179 cm,IKEA of Sweden,No Record,179,89
9299430,VIMLE,Sofas & armchairs,775,Footstool with storage,Ehlén Johansson,No Record,48,73
19302328,VIMLE,Sofas & armchairs,775,Cover for 2-seat sofa,Ehlén Johansson,No Record,No Record,No Record
29223830,LINNMON / HILVER,Tables & desks,775,Table: 150x75 cm,IKEA of Sweden/Chenyi Ke/Johanna Asshoff,No Record,85,75
59213938,KLIMPEN / LALLE,Tables & desks,775,Table: 120x60 cm,Tina Christensen,No Record,73,60
69222249,GERTON,Tables & desks,775,Table: 155x75 cm,IKEA of Sweden/Jomi Evers,No Record,73,75
9329390,EKET,Cabinets & cupboards,777,Wall-mounted cabinet combination: 175x35x70 cm,Jon Karlsson/IKEA of Sweden,35,70,175
20312326,TORHOLMEN,Outdoor furniture,785,Sun lounger,Andreas Fredriksson,No Record,47,70
30105901,POÄNG,Sofas & armchairs,785,Armchair cushion,Noboru Nakamura,No Record,7,56
59326469,PLATSA,Wardrobes,785,Wardrobe with 2 doors+3 drawers: 80x42x221 cm,Ola Wihlborg/IKEA of Sweden,42,221,80
89294532,VITTSJÖ,Bookcases & shelving units,790,Storage combination: 200x36x175 cm,Johan Kroon,36,175,200
39201026,POÄNG,Chairs,790,Rocking-chair,Noboru Nakamura,94,95,68
59099136,BRIMNES,Beds,795,Bed frame w storage and headboard: 140x200 cm,K Hagberg/M Hagberg/IKEA of Sweden,No Record,111,146
70305700,BUSUNGE,Beds,795,Extendable bed: 80x200 cm,Carl Öjerstam,No Record,No Record,90
102452,MYDAL,Beds,795,Bunk bed frame: 90x200 cm,IKEA of Sweden,No Record,157,No Record
90229017,BUSUNGE,Beds,795,Extendable bed: 80x200 cm,Carl Öjerstam,No Record,No Record,90
60102067,LYCKSELE HÅVET,Beds,795,Mattress: 140x188 cm,IKEA of Sweden,No Record,No Record,No Record
89017827,BILLY,Bookcases & shelving units,795,Bookcase: 200x28x237 cm,IKEA of Sweden/Gillis Lundgren,28,237,200
59248377,IVAR,Bookcases & shelving units,795,3 sections/shelves: 259x30x226 cm,IKEA of Sweden,30,226,259
39231603,BESTÅ,Bookcases & shelving units,795,Wall-mounted cabinet combination: 180x42x64 cm,IKEA of Sweden,42,64,180
29248374,IVAR,Bookcases & shelving units,795,3 sections/shelves: 259x30x179 cm,IKEA of Sweden,30,179,259
90320097,GRÖNADAL,Chairs,795,Rocking-chair,Lisa Hilland,81,86,80
60344759,REMSTA,Chairs,795,Armchair,IKEA of Sweden,72,88,60
70261150,MARKUS,Chairs,795,Office chair,Henrik Preutz,60,No Record,62
20426276,SKOGSTORP,Chairs,795,Bench: 132 cm,"204.262.76 Solid oak is a hardwearing natural material which gives a warm, natural feeling.Wood is a natural living material, and variations in the grain, colour and texture makes each piece of wood furniture unique.Each piece of furniture is unique as it is handmade.For maximum quality, re-tighten the screws when necessary.",36,45,132
39261874,LÅNGFJÄLL,Chairs,795,Office chair with armrests,Eva Lilja Löwenhielm,68,No Record,68
30427341,SVENARNE,Chairs,795,Chair with armrests,K Hagberg/M Hagberg,69,99,59
60262881,EKERÖ,Chairs,795,Armchair,Eva Lilja Löwenhielm,73,75,70
20307037,GULLIVER,Nursery furniture,795,Changing table,IKEA of Sweden,54,93,82
60348917,KIVIK,Sofas & armchairs,795,Cover three-seat sofa,Ola Wihlborg,No Record,No Record,No Record
20306231,FÄRLÖV,Sofas & armchairs,795,Cover for 2-seat sofa,Francis Cayouette,No Record,No Record,No Record
90409607,ALEX,Tables & desks,795,Desk: 131x60 cm,Johanna Asshoff,60,76,131
40197486,TOFTERYD,Tables & desks,795,Coffee table: 95x95 cm,Tord Björklund,No Record,31,95
90363223,HEMNES,Tables & desks,795,Desk with 2 drawers: 120x47 cm,IKEA of Sweden,47,75,120
79304008,LINNMON / ALEX,Tables & desks,795,Table: 150x75 cm,IKEA of Sweden/Johanna Asshoff,No Record,73,75
10239713,STOCKHOLM,Tables & desks,795,Nest of tables:  set of 2,Ola Wihlborg,No Record,No Record,47
30260807,ARKELSTORP,Tables & desks,795,Coffee table: 65x140x52 cm,Ebba Strandmark,No Record,52,65
70340807,EKEDALEN,Tables & desks,795,Extendable table: 120/180x80 cm,Ehlén Johansson,No Record,75,80
29229931,GERTON / TORSKLINT,Tables & desks,795,Table: 155x75 cm,IKEA of Sweden/Jomi Evers,No Record,73,75
30340809,EKEDALEN,Tables & desks,795,Extendable table: 120/180x80 cm,Ehlén Johansson,No Record,75,80
40340804,EKEDALEN,Tables & desks,795,Extendable table: 120/180x80 cm,Ehlén Johansson,No Record,75,80
20340824,EKEDALEN,Tables & desks,795,Extendable table: 80/120x70 cm,Ehlén Johansson,No Record,75,70
40201916,STENSTORP,Trolleys,795,Kitchen trolley: 45x43x90 cm,Carina Bengs,No Record,90,43
29301743,BESTÅ,TV & media furniture,795,Wall-mounted cabinet combination: 180x42x64 cm,IKEA of Sweden,42,64,180
60375133,SONGESAND,Wardrobes,795,Wardrobe: 120x60x191 cm,IKEA of Sweden,60,191,120
90421906,BRYGGJA,Wardrobes,795,Open wardrobe: 120x173 cm,Ola Wihlborg,57,173,120
90400517,EKEDALEN,Bar furniture,796,Bar table: 120x80 cm,Ehlén Johansson,No Record,105,80
40400529,EKEDALEN,Bar furniture,796,Bar table: 120x80 cm,Ehlén Johansson,No Record,105,80
60413502,HEMNES,Bookcases & shelving units,796,Bookcase: 90x197 cm,Carina Bengs,37,197,90
60342072,REGISSÖR,Cabinets & cupboards,796,Cabinet: 118x110 cm,K Hagberg/M Hagberg,38,110,118
50424006,SUNDVIK,Nursery furniture,796,Changing table/chest of drawers,Jon Karlsson,46,No Record,79
79285991,PAX,Wardrobes,800,Wardrobe: 75x60x201 cm,IKEA of Sweden/Ehlén Johansson,60,201,75
69253146,STUVA / FRITIDS,Nursery furniture,810,Changing table with drawers: 90x79x102 cm,Ebba Strandmark/IKEA of Sweden,79,102,90
89220131,VIMLE,Sofas & armchairs,810,1-seat section,Ehlén Johansson,98,80,71
29297958,BESTÅ,Cabinets & cupboards,820,TV bench with drawers: 120x42x48 cm,Carl Öjerstam/IKEA of Sweden,42,48,120
59184337,BRIMNES,TV & media furniture,820,TV storage combination: 200x41x95 cm,K Hagberg/M Hagberg,41,95,200
99221743,KOARP,Chairs,825,Armchair,Ehlén Johansson,78,75,83
60365153,GALANT,Chests of drawers & drawer units,825,Drawer unit on castors: 45x55 cm,K Malmvall/E Lilja Löwenhielm,60,55,45
39180830,STUVA / FÖLJA,Nursery furniture,825,Changing table with 4 drawers: 90x79x102 cm,IKEA of Sweden/Ebba Strandmark,79,102,90
10252974,BEKANT,Tables & desks,825,Underframe for corner table top: 160x110 cm,K Malmvall/E Lilja Löwenhielm,No Record,No Record,110
89311466,JONAXEL,Bookcases & shelving units,830,Frame/mesh baskets/clothes rails: 142-178x51x173 cm,IKEA of Sweden,51,173,148
29252912,STUVA / FRITIDS,Children's furniture,830,Wardrobe: 60x50x192 cm,Ebba Strandmark/IKEA of Sweden,50,192,60
89278754,GRÖNLID,Sofas & armchairs,835,Cover for 3-seat sofa-bed,Francis Cayouette,No Record,No Record,No Record
20433903,MARKERAD,Tables & desks,837,Table: 170x75 cm,Virgil Abloh,No Record,75,75
29256142,GRÖNLID,Sofas & armchairs,840,Cover for 3-seat sofa,Francis Cayouette,No Record,No Record,No Record
29385672,PAX,Wardrobes,840,Wardrobe combination: 150x58x201 cm,IKEA of Sweden/Ehlén Johansson,58,201,150
49248858,LIXHULT,Cabinets & cupboards,841,Storage combination: 130x117 cm,Jon Karlsson,35,95,130
39291418,ÄPPLARÖ,Outdoor furniture,841,Wall panel+gatleg table+2 chairs,K Hagberg/M Hagberg/IKEA of Sweden,No Record,No Record,No Record
69282399,BEKANT,Chests of drawers & drawer units,844,Storage unit on legs: 41x61 cm,Eva Lilja Löwenhielm,45,61,41
60389192,HAVSTA,Cabinets & cupboards,845,Cabinet: 81x35x123 cm,IKEA of Sweden,35,123,81
90363553,JÄRVFJÄLLET,Chairs,845,Office chair,Eva Lilja Löwenhielm,68,No Record,68
19252173,VANGSTA / TEODORES,Chairs,845,Table and 4 chairs: 120/180 cm,IKEA of Sweden/David Wahl,No Record,No Record,No Record
80347163,VISTHUS,Chests of drawers & drawer units,845,Chest of 8 drawers: 122x96 cm,T Winkel/T Jacobsen,49,96,122
70405064,LIDHULT,Sofas & armchairs,845,Cover for 3-seat section,Henrik Preutz,No Record,No Record,No Record
80397916,IDÅSEN,Tables & desks,845,Underframe for table top: 146x67x76 cm,Jon Karlsson,No Record,76,67
49046068,SUNDVIK,Beds,849,Ext bed frame with slatted bed base: 80x200 cm,IKEA of Sweden,No Record,80,No Record
39041660,SUNDVIK,Beds,849,Ext bed frame with slatted bed base: 80x200 cm,IKEA of Sweden,No Record,80,No Record
49254774,GRÖNLID,Sofas & armchairs,850,Footstool with storage,Francis Cayouette,No Record,49,73
99213941,KLIMPEN / LALLE,Tables & desks,850,Table: 150x75 cm,Tina Christensen,No Record,73,75
39283003,BROR,Bookcases & shelving units,855,Shelving unit with cabinet: 85x40x190 cm,IKEA of Sweden,40,190,85
9068316,BESTÅ,TV & media furniture,860,TV bench with doors: 120x42x74 cm,Marcus Arvonen/IKEA of Sweden,42,74,120
69218285,VIMLE,Sofas & armchairs,865,Cover for 3-seat sofa,Ehlén Johansson,No Record,No Record,No Record
29128442,PAX,Wardrobes,865,Wardrobe: 200x58x201 cm,IKEA of Sweden/Ehlén Johansson,58,201,200
39184343,BRIMNES,TV & media furniture,870,TV storage combination: 180x41x190 cm,K Hagberg/M Hagberg,41,190,180
89019992,TARVA,Beds,871,Bed frame: 140x200 cm,IKEA of Sweden/K Hagberg/M Hagberg,No Record,No Record,148
20247982,SVÄRTA,Beds,875,Loft bed frame: 90x200 cm,Tord Björklund,No Record,186,97
49249396,HÄLLAN,Cabinets & cupboards,875,Storage combination with doors: 45x47x167 cm,Jon Karlsson,47,167,45
50267308,BEKANT,Tables & desks,875,Table top: 140x140 cm,K Malmvall/E Lilja Löwenhielm,No Record,No Record,140
39127710,PAX,Wardrobes,875,Wardrobe: 100x60x236 cm,K Hagberg/M Hagberg/Ehlén Johansson/IKEA of Sweden,60,236,100
49248354,IVAR,Bookcases & shelving units,878,2 sections/shelves: 174x50x226 cm,IKEA of Sweden,50,226,174
29308645,JONAXEL,Bookcases & shelving units,885,Frame/w bskts/clths rl/shlv uts: 198x51x173 cm,IKEA of Sweden,51,173,198
29297294,MELLTORP / NILSOVE,Chairs,889,Table and 2 chairs: 75x75 cm,Lisa Norinder/A Fredriksson/J Hultqvist/W Chong,No Record,No Record,75
49329331,BESTÅ,Cabinets & cupboards,890,TV bench: 180x42x39 cm,IKEA of Sweden/Marcus Arvonen,42,39,180
9139724,BESTÅ,Sideboards: buffets & console tables,890,Storage combination with doors: 180x40x74 cm,IKEA of Sweden,40,74,180
79151312,SÖDERHAMN,Sofas & armchairs,890,1-seat section,Ola Wihlborg,99,83,93
19323929,PLATSA,Wardrobes,892,Wardrobe with 3 doors: 140x42x161 cm,IKEA of Sweden/Ola Wihlborg,42,161,140
49278341,BRIMNES,Beds,895,Bed frame w storage and headboard: 90x200 cm,IKEA of Sweden/K Hagberg/M Hagberg,54,110,96
20467629,MYDAL,Beds,895,Bunk bed frame: 90x200 cm,IKEA of Sweden,No Record,157,97
10247973,SVÄRTA,Beds,895,Bunk bed frame: 90x200 cm,Tord Björklund,No Record,159,97
69017475,KALLAX,Bookcases & shelving units,895,Shelving unit with 8 inserts: 147x147 cm,Tord Björklund,39,147,147
30388636,HAVSTA,Cabinets & cupboards,895,Glass-door cabinet: 81x35x123 cm,IKEA of Sweden,35,123,81
20374277,HEMNES,Chests of drawers & drawer units,895,Chest of 6 drawers: 108x131 cm,K Hagberg/M Hagberg,50,131,108
9256317,GRÖNLID,Sofas & armchairs,895,Cover for corner sofa:  3-seat,Francis Cayouette,No Record,No Record,No Record
60261184,MALMSTA,Tables & desks,895,Coffee table: 130x80 cm,Ebba Strandmark,No Record,52,80
70245339,BESTÅ BURS,Tables & desks,895,Desk: 120x40 cm,702.453.39 Can be placed in the middle of a room because the back is finished.The high-gloss surfaces reflect light and give a vibrant look.,40,74,120
39931845,TORSBY,Tables & desks,895,Table: 135x85 cm,Carl Öjerstam/IKEA of Sweden,No Record,75,85
20206806,IKEA PS 2012,Tables & desks,895,Drop-leaf table: 74/106/138x80 cm,Jon Karlsson,No Record,74,80
10308787,TRYSIL,Wardrobes,895,Wardrobe: 79x61x202 cm,K Hagberg/M Hagberg,61,202,79
30439476,NORDKISA,Wardrobes,895,Open wardrobe with sliding door: 120x123 cm,L Hilland/J Karlsson,47,123,120
347614,VISTHUS,Wardrobes,895,Wardrobe: 63x59x216 cm,T Winkel/T Jacobsen,59,216,62
90423887,NORDEN,Tables & desks,899,Gateleg table: 26/89/152x80 cm,"904.238.87 Small, neat dimensions make the table easy to furnish with, even when space is limited.Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.You can store for example cutlery, table napkins and candles in the 6 drawers under the table top.This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.Seats 2-4.Only recommended for indoor use.Combines with other furniture in the NORDEN series.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.",No Record,74,80
10423886,NORDEN,Tables & desks,899,Gateleg table: 26/89/152x80 cm,"104.238.86 Small, neat dimensions make the table easy to furnish with, even when space is limited.Table with drop-leaves seats 2-4; makes it possible to adjust the table size according to need.You can store for example cutlery, table napkins and candles in the 6 drawers under the table top.This table has been tested against our strictest standards for stability, durability and safety to withstand everyday use in your home for years.Seats 2-4.Only recommended for indoor use.For increased stability, re-tighten the screws about two weeks after assembly and when necessary.Combines with other furniture in the NORDEN series.",No Record,74,80
49239496,NORDLI,Chests of drawers & drawer units,900,Chest of 4 drawers: 160x54 cm,Ola Wihlborg,47,54,160
89140002,NORSBORG,Sofas & armchairs,900,Cover for 4-seat sofa,Ehlén Johansson,No Record,No Record,No Record
80398633,GRÖNLID,Sofas & armchairs,900,Footstool with storage,Francis Cayouette,No Record,49,73
19218315,VIMLE,Sofas & armchairs,900,Cover for 4-seat sofa,Ehlén Johansson,No Record,No Record,No Record
79282426,BEKANT,Chests of drawers & drawer units,905,Storage unit on castors: 41x61 cm,Eva Lilja Löwenhielm,45,61,41
29248345,IVAR,Bookcases & shelving units,906,2 sections/shelves: 134x50x226 cm,IKEA of Sweden,50,226,134
19266603,BESTÅ,Bookcases & shelving units,910,TV bench with doors: 120x42x74 cm,IKEA of Sweden,42,74,120
79303495,IVAR,Bookcases & shelving units,910,Shelving unit w cabinets/drawers: 134x30x179 cm,IKEA of Sweden,30,179,134
59297674,JONAXEL,Bookcases & shelving units,915,Frame/mesh baskts/clths rl/shlv uts: 198x51x173 cm,IKEA of Sweden,51,173,198
69281804,BILLY / OXBERG,Bookcases & shelving units,915,Bookcase with glass-doors: 120x30x202 cm,Gillis Lundgren,30,202,120
89020472,BILLY,Bookcases & shelving units,915,Bookcase: 120x28x237 cm,Gillis Lundgren/IKEA of Sweden,28,237,120
69297268,NORRÅKER / NORRARYD,Chairs,915,Table and 2 chairs: 74x74 cm,Nike Karlsson/J Karlsson/N Karlsson,No Record,No Record,74
19297261,NORRÅKER / NORRARYD,Chairs,915,Table and 2 chairs: 74x74 cm,Nike Karlsson/J Karlsson/N Karlsson,No Record,No Record,74
39161488,MELLTORP / JANINGE,Chairs,919,Table and 4 chairs: 125 cm,John/Jonas/Petrus/Paul/Caroline/Lisa Norinder,No Record,72,75
19175957,MALM,Beds,920,Bed frame:  high:  w 2 storage boxes: 180x200 cm,IKEA of Sweden/Eva Lilja Löwenhielm,59,15,196
